DistanceToCenter,Total,Living,Kitchen,Repair,RoomsNumber,FurnitureExistence,FloorNumber,Year,NumberOfFloors,RoofType,BuildingType,OverlappingsType,MaterialWalls,PowerСlass,Chute,Playground,Sportsground,PowerSupply,ColdWaterSupply,HotWaterSupply,HeatSupply,GasSupply,WaterDisposal,FireSystem,Id,Adress,Region,City,District,Street,House,Latitude,Longitude,Cost
3509.896395,63,41,8,,3,False,3,,5,,,,,,False,False,False,,,,,,,False,5125," Иваново,  Октябрьский район, 14-е п/о,254",Ивановская область, Иваново, Октябрьский, 14-е п/о,254,57.027862,40.9578421,3100000
2222.900559,25,19,1,,1,False,1,,8,,,,,,False,False,False,,,,,,,False,5126," Иваново,  Фрунзенский район, Лебедева-Кумача ул,1А",Ивановская область, Иваново, Фрунзенский, Лебедева-Кумача ,1А,57.001397,40.935546,1170000
807.313395,28,11,7,,1,False,10,,10,,,,,,False,False,False,,,,,,,False,5127," Иваново,  Фрунзенский район, Маяковского ул,35",Ивановская область, Иваново, Фрунзенский, Маяковского ,35,56.989946,40.9714631,1427000
2655.762323,32,13,8,,1,False,10,,10,,,,,,False,False,False,,,,,,,False,5128," Иваново,  Ленинский район, Голубева ул",Ивановская область, Иваново, Ленинский, Голубева ул,,56.979075,40.9998909,1498000
2113.616884,63,34,10,,2,False,5,,21,,,,,,False,False,False,,,,,,,False,5129," Иваново,  Октябрьский район, Карла Маркса ул,4",Ивановская область, Иваново, Октябрьский, Карла Маркса ,4,57.0161915,40.9716018,2390000
1492.904112,63,39,8,,3,False,1,1986,9,2,,3,4,,False,True,False,,,,,,,False,5130," Иваново,  Фрунзенский район, Наговицыной-Икрянистовой ул,4",Ивановская область, Иваново, Фрунзенский, Наговицыной-Икрянистовой ,4,57.0087232,40.9587897,2850000
2677.653058,26,11,9,,1,False,7,,17,,,,,,False,False,False,,,,,,,False,5131," Иваново,  Ленинский район, Полевая 2-я ул",Ивановская область, Иваново, Ленинский, Полевая 2-я ул,,56.9737395,40.9811957,1180000
2322.001373,47,34,6,,2,False,5,1974,5,2,,3,4,,False,True,False,,,,,,,False,5132," Иваново,  Ленинский район, Голубева ул,9",Ивановская область, Иваново, Ленинский, Голубева ,9,56.981273,40.9961389,1750000
5107.136429,37,19,10,,1,False,1,,9,,,,,,False,False,False,,,,,,,False,5133," Иваново,  Ленинский район, Куконковых ул,146",Ивановская область, Иваново, Ленинский, Куконковых ,146,56.961762,41.0249021,1700000
1352.889657,33,18,8,,1,False,1,1981,9,2,,3,5,,True,True,False,,,,,,,False,5134," Иваново,  Фрунзенский район, Кузнецова ул,54 ",Ивановская область, Иваново, Фрунзенский, Кузнецова ,54,57.0052636,40.9546967,1670000
1110.791803,124,54,30,,4,False,7,,8,,,,,,False,False,False,,,,,,,False,5135," Иваново,  Ленинский район, Крутицкая ул,35",Ивановская область, Иваново, Ленинский, Крутицкая ,35,57.00341,40.9857469,9000000
5821.566395,42,23,9,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,5136," Иваново,  Советский район, Окуловой ул,73",Ивановская область, Иваново, Советский, Оковой ,73,56.9995902,41.0673398,1400000
4677.541046,61,35,11,,2,False,9,2002,9,2,,3,5,,False,True,False,,,,,,,False,5137," Иваново,  Октябрьский район, Революционная ул,14А ",Ивановская область, Иваново, Октябрьский, Революционная ,14А,57.0310495,40.9256381,3300000
4838.843635,74,48,14,,3,False,2,1994,9,2,,3,5,,False,True,False,,,,,,,False,5138," Иваново,  Октябрьский район, Революционная ул,16",Ивановская область, Иваново, Октябрьский, Революционная ,16,57.031286,40.9218209,3650000
2681.933007,110,60,13,,3,False,9,1997,9,2,,3,5,,False,True,False,,,,,,,False,5139," Иваново,  Ленинский район, Лежневская ул,155",Ивановская область, Иваново, Ленинский, Лежневская ,155,56.9731761,40.9748751,5550000
855.2905241,70,45,14,,3,False,2,1968,3,1,,1,5,,False,True,False,,,,,,,False,5140," Иваново,  Фрунзенский район, Станко ул,30",Ивановская область, Иваново, Фрунзенский, Станко ,30,56.990096,40.976782,1600000
4751.317931,37,18,7,,1,False,2,1991,5,2,,3,4,,False,True,False,,,,,,,False,5141," Иваново,  Октябрьский район, Авдотьинская ул,24",Ивановская область, Иваново, Октябрьский, Авдотьинская ,24,57.028939,40.9189549,1600000
4751.317931,36,18,7,,1,False,2,1991,5,2,,3,4,,False,True,False,,,,,,,False,5142," Иваново,  Октябрьский район, Авдотьинская ул,24",Ивановская область, Иваново, Октябрьский, Авдотьинская ,24,57.028939,40.9189549,1600000
2571.60001,37,15,9,,1,False,5,,5,,,,,,False,False,False,,,,,,,False,5143," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1590000
2544.29934,58,40,6,,3,False,1,,5,,,,,,False,False,False,,,,,,,False,5144," Иваново,  Фрунзенский район, Лежневская ул",Ивановская область, Иваново, Фрунзенский, Лежневская ул,,56.9744,40.9744806,1890000
2116.50697,80,60,6,,4,False,1,1987,4,2,,3,5,,False,True,False,,,,,,,False,5145," Иваново,  Советский район, Сарментовой ул,10",Ивановская область, Иваново, Советский, Сарментовой ,10,57.010532,40.9963039,1890000
1630.144411,70,32,14,,2,False,9,2015,14,2,,3,6,,True,True,False,,,,,,,False,5146," Иваново,  Фрунзенский район, Кузнецова ул,67",Ивановская область, Иваново, Фрунзенский, Кузнецова ,67,57.0065564,40.9507066,4550000
3744.524005,39,18,9,,1,False,8,1985,16,2,,3,4,,True,True,False,,,,,,,False,5147," Иваново,  Фрунзенский район, Лежневская ул,154",Ивановская область, Иваново, Фрунзенский, Лежневская ,154,56.963554,40.971646,1850000
4458.23614,43,28,6,,2,False,3,1962,3,1,,3,5,,False,True,False,,,,,,,False,5148," Иваново,  Советский район, Соликамская ул,26",Ивановская область, Иваново, Советский, Соликамская ,26,56.9809154,41.0385807,1299000
3626.208416,42,17,9,,1,False,2,,12,,,,,,False,False,False,,,,,,,False,5149," Иваново,  Ленинский район, ",Ивановская область, Иваново, Ленинский, ,,56.9726955,41.0108145,1650000
2865.6954,30,18,6,,1,False,4,1960,5,1,,3,5,,False,True,False,,,,,,,False,5150," Иваново,  Фрунзенский район, Воронина ул,7",Ивановская область, Иваново, Фрунзенский, Воронина ,7,56.971457,40.970331,1420000
1991.81865,45,29,6,,2,False,5,1970,5,1,,3,5,,False,True,False,,,,,,,False,5151," Иваново,  Ленинский район, Черниковых ул,31",Ивановская область, Иваново, Ленинский, Черниковых ,31,56.99226,41.00298,1650000
1371.948431,31,18,6,,1,False,5,,5,,,,,,False,False,False,,,,,,,False,5152," Иваново,  Октябрьский район, Ленина пр-кт",Ивановская область, Иваново, Октябрьский, Ленина пр-кт,,57.0095178,40.9723018,1280000
990.4064412,54,30,6,,3,False,5,,5,,,,,,False,False,False,,,,,,,False,5153," Иваново,  Фрунзенский район, Красных Зорь ул,4А",Ивановская область, Иваново, Фрунзенский, Красных Зорь ,4А,57.001202,40.956806,2290000
2263.141366,42,28,6,,2,False,2,1971,5,2,,3,5,,False,True,False,,,,,,,False,5154," Иваново,  Советский район, Сосновая ул,9Б",Ивановская область, Иваново, Советский, Сосновая ,9Б,57.010526,40.999606,1900000
1827.537419,82,54,14,,3,False,17,1985,17,1,,3,5,,False,True,False,,,,,,,False,5155," Иваново,  Фрунзенский район, Рабфаковская ул,38",Ивановская область, Иваново, Фрунзенский, Рабфаковская ,38,56.9983928,40.9413307,3180000
3330.732242,80,52,10,,3,False,1,,2,,,,,,False,False,False,,,,,,,False,5156," Иваново,  Советский район, Инженерная ул /Меланж кт-т",Ивановская область, Иваново, Советский, Инженерная ул /Меланж кт-т,,56.9830671,41.0198247,1620000
1749.136961,116,67,18,,3,False,4,2000,9,2,,3,5,,False,True,False,,,,,,,False,5157," Иваново,  Фрунзенский район, Рабфаковская ул,29",Ивановская область, Иваново, Фрунзенский, Рабфаковская ,29,56.999834,40.942952,6000000
3022.811379,43,28,6,,2,False,4,,5,,,,,,False,False,False,,,,,,,False,5158," Иваново,  Фрунзенский район, 23-я линия /Мебельный",Ивановская область, Иваново, Фрунзенский, 23-я линия /Мебельный,,56.9926075,40.9222544,1450000
337.0025323,78,56,7,,3,False,3,,4,,,,,,False,False,False,,,,,,,False,5159," Иваново,  Фрунзенский район, Конспиративная ул,4 /Пушкина",Ивановская область, Иваново, Фрунзенский, Конспиративная ,4/Пушкина,56.999755,40.968416,3100000
3245.399519,59,39,7,,3,False,1,1992,5,,,3,5,,True,True,False,,,,,,,False,5160," Иваново,  Советский район, Каравайковой ул,50",Ивановская область, Иваново, Советский, Каравайковой ,50,56.999271,41.0248049,2250000
1335.731264,46,25,14,,1,False,3,,10,,,,,,False,False,False,,,,,,,False,5161," Иваново,  Фрунзенский район, Педагогический пер,5",Ивановская область, Иваново, Фрунзенский, Педагогический пер,5,57.003084,40.9521929,2145000
1850.670865,84,50,14,,3,False,3,2016,17,2,,3,4,,True,True,False,,,,,,,False,5162," Иваново,  Фрунзенский район, Парижской Коммуны ул,41",Ивановская область, Иваново, Фрунзенский, Парижской Коммуны ,41,56.998856,40.941021,3450000
3929.412783,45,29,6,,2,False,4,1963,5,2,,3,4,,False,True,False,,,,,,,False,5163," Иваново,  Ленинский район, Демьяна Бедного ул,119",Ивановская область, Иваново, Ленинский, Демьяна Бедного ,119,56.9676628,41.0068998,1650000
4868.942909,62,42,8,,3,False,2,1993,6,2,,3,5,,False,True,False,,,,,,,False,5164," Иваново,  Октябрьский район, Революционная ул,26",Ивановская область, Иваново, Октябрьский, Революционная ,26,57.0314455,40.9213908,3000000
3238.745825,62,37,12,,2,False,14,2015,14,2,,3,5,,True,False,False,,,,,,,False,5165," Иваново,  Ленинский район, Куконковых ул,76",Ивановская область, Иваново, Ленинский, Куконковых ,76,56.9754483,41.006884,3350000
1905.201166,70,50,6,,3,False,2,1952,2,1,,1,5,,False,True,False,,,,,,,False,5166," Иваново,  Фрунзенский район, Поселковая ул,14",Ивановская область, Иваново, Фрунзенский, Поселковая ,14,56.996354,40.9400091,980000
3426.897621,30,18,6,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,5167," Иваново,  Фрунзенский район, Ташкентская ул,106",Ивановская область, Иваново, Фрунзенский, Ташкентская ,106,56.966821,40.962173,1320000
5089.445818,63,46,6,,3,False,2,,5,,,,,,False,False,False,,,,,,,False,5168," Иваново,  Октябрьский район, Минеевская 8-я ул",Ивановская область, Иваново, Октябрьский, Минеевская 8-я ул,,57.0426893,40.9627739,2500000
6465.994361,53,32,9,,2,False,10,,10,,,,,,False,False,False,,,,,,,False,5169," Иваново,  Ленинский район, ДСК мкр",Ивановская область, Иваново, Ленинский, ДСК мкр,,56.9546194,41.0439303,2300000
3361.537477,79,37,13,,2,False,6,,9,,,,,,False,False,False,,,,,,,False,5170," Иваново,  Ленинский район, Московский мкр",Ивановская область, Иваново, Ленинский, Московский мкр,,56.9688736,40.9906442,4600000
3525.357774,63,32,13,,2,False,9,2017,9,2,,3,5,,True,True,False,,,,,,,False,5171," Иваново,  Фрунзенский район, Ташкентская ул,110",Ивановская область, Иваново, Фрунзенский, Ташкентская ,110,56.9659747,40.9616183,3000000
1647.169879,64,34,10,,2,False,3,,9,,,,,,False,False,False,,,,,,,False,5172," Иваново,  Фрунзенский район, Рабфаковский 1-й пер",Ивановская область, Иваново, Фрунзенский, Рабфаковский 1-й пер,,57.0007869,40.9450358,2900000
702.7324812,75,51,8,,3,False,4,,5,,,,,,False,False,False,,,,,,,False,5173," Иваново,  Фрунзенский район, Мархлевского ул",Ивановская область, Иваново, Фрунзенский, Мархлевского ул,,57.0002709,40.9612701,2650000
5454.701308,58,42,6,,4,False,1,,5,,,,,,False,False,False,,,,,,,False,5174," Иваново,  Октябрьский район, Водопроводная 1-я ул",Ивановская область, Иваново, Октябрьский, Водопроводная 1-я ул,,57.0347428,40.9135223,2070000
3353.524864,60,53,7,,3,False,2,,2,,,,,,False,False,False,,,,,,,False,5175," Иваново,  Ленинский район, Диановых ул",Ивановская область, Иваново, Ленинский, Диановых ул,,56.9672929,40.9781581,465000
4677.541046,86,53,11,,3,False,8,,9,,,,,,False,False,False,,,,,,,False,5176," Иваново,  Октябрьский район, Революционная ул,14а",Ивановская область, Иваново, Октябрьский, Революционная ,14а,57.0310495,40.9256381,4050000
1612.334689,75,65,10,,3,False,5,,9,,,,,,False,False,False,,,,,,,False,5177," Иваново,  Фрунзенский район, Велижская ул",Ивановская область, Иваново, Фрунзенский, Велижская ул,,56.9829631,40.9664745,3550000
5507.356227,43,29,6,,2,False,2,,5,,,,,,False,False,False,,,,,,,False,5178," Иваново,  Октябрьский район, Петрозаводская 2-я ул",Ивановская область, Иваново, Октябрьский, Петрозаводская 2-я ул,,57.0449944,40.9478324,1600000
1533.617172,29,17,6,,1,False,2,,5,,,,,,False,False,False,,,,,,,False,5179," Иваново,  Октябрьский район, Громобоя ул",Ивановская область, Иваново, Октябрьский, Громобоя ул,,57.0107751,40.9757501,1550000
2474.344662,70,47,9,,3,False,8,,10,,,,,,False,False,False,,,,,,,False,5180," Иваново,  Ленинский район, Полевая 1-я пл",Ивановская область, Иваново, Ленинский, Полевая 1-я пл,,56.9752859,40.978288,3550000
1825.862457,42,28,5,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,5181," Иваново,  Ленинский район, Пролетарская ул",Ивановская область, Иваново, Ленинский, Пролетарская ул,,56.9925451,41.0002812,1550000
1612.334689,85,54,14,,2,False,5,,10,,,,,,False,False,False,,,,,,,False,5182," Иваново,  Фрунзенский район, Велижская ул",Ивановская область, Иваново, Фрунзенский, Велижская ул,,56.9829631,40.9664745,6800000
939.5256834,33,17,6,,1,False,3,,4,,,,,,False,False,False,,,,,,,False,5183," Иваново,  Ленинский район, Советская ул",Ивановская область, Иваново, Ленинский, Советская ул,,56.9957033,40.9866533,1480000
2154.678622,37,17,8,,1,False,7,,9,,,,,,False,False,False,,,,,,,False,5184," Иваново,  Октябрьский район, Карла Маркса ул",Ивановская область, Иваново, Октябрьский, Карла Маркса ул,,57.016376,40.9763004,1990000
3407.447386,54,40,6,,3,False,3,,5,,,,,,False,False,False,,,,,,,False,5185," Иваново,  Советский район, 5-й проезд",Ивановская область, Иваново, Советский, 5-й проезд,,56.9985225,41.0275604,1770000
939.5256834,58,38,6,,3,False,4,,4,,,,,,False,False,False,,,,,,,False,5186," Иваново,  Ленинский район, Советская ул",Ивановская область, Иваново, Ленинский, Советская ул,,56.9957033,40.9866533,2150000
3509.896395,51,31,8,,2,False,5,,9,,,,,,False,False,False,,,,,,,False,5187," Иваново,  Октябрьский район, 14-е п/о",Ивановская область, Иваново, Октябрьский, 14-е п/о,,57.027862,40.9578421,2400000
4227.063327,47,17,13,,1,False,2,,10,,,,,,False,False,False,,,,,,,False,5188," Иваново,  Октябрьский район, Фрунзе ул",Ивановская область, Иваново, Октябрьский, Фрунзе ул,,57.0351669,40.9694261,2100000
1997.509439,31,17,6,,1,False,2,,5,,,,,,False,False,False,,,,,,,False,5189," Иваново,  Октябрьский район, Генкиной ул",Ивановская область, Иваново, Октябрьский, Генкиной ул,,57.0138096,40.9838914,1450000
1477.844629,39,28,6,,2,False,2,1963,5,1,,3,5,,False,True,False,,,,,,,False,5190," Иваново,  Фрунзенский район, Ленинградская ул,6",Ивановская область, Иваново, Фрунзенский, Ленинградская ,6,57.001381,40.948259,1950000
1932.279111,39,19,9,,1,False,9,1984,9,2,,3,7,,True,True,False,,,,,,,False,5191," Иваново,  Советский район, Шошина ул,15",Ивановская область, Иваново, Советский, Шошина ,15,57.0097301,40.9934694,2100000
4666.703681,50,34,6,,2,False,4,,5,,,,,,False,False,False,,,,,,,False,5192," Иваново,  Ленинский район, Текстильщиков пр-кт,113В",Ивановская область, Иваново, Ленинский, Текстильщиков пр-кт,113В,56.956348,40.9887541,2300000
1990.337143,37,19,9,,1,False,4,1989,9,2,,3,5,,False,True,False,,,,,,,False,5193," Иваново,  Ленинский район, Черниковых ул,33",Ивановская область, Иваново, Ленинский, Черниковых ,33,56.993346,41.003461,1850000
923.4780583,79,45,11,,3,False,6,,9,,,,,,False,False,False,,,,,,,False,5194," Иваново,  Фрунзенский район, Футбольная ул,2 /Б. Хмельницкого",Ивановская область, Иваново, Фрунзенский, Футбольная ,2/Б.Хмельницкого,56.989267,40.9669326,4100000
4980.127911,93,50,14,,3,False,2,1997,9,2,,3,5,,False,True,False,,,,,,,False,5195," Иваново,  Октябрьский район, Революционная ул,22",Ивановская область, Иваново, Октябрьский, Революционная ,22,57.0323218,40.9204668,3500000
2681.933007,83,47,11,,3,False,3,1997,10,2,,3,5,,False,True,False,,,,,,,False,5196," Иваново,  Ленинский район, Лежневская ул,155",Ивановская область, Иваново, Ленинский, Лежневская ,155,56.9731761,40.9748751,3850000
1615.080887,52,26,26,,1,False,8,2017,20,2,,3,8,,True,True,False,,,,,,,False,5197," Иваново,  Ленинский район, Наумова ул,5",Ивановская область, Иваново, Ленинский, Наумова ,5,57.0021522,40.996446,1800000
1615.080887,52,26,26,,1,False,9,2017,20,2,,3,8,,True,True,False,,,,,,,False,5198," Иваново,  Ленинский район, Наумова ул,5",Ивановская область, Иваново, Ленинский, Наумова ,5,57.0021522,40.996446,1800000
1615.080887,103,51,22,,3,False,5,2017,20,2,,3,8,,True,True,False,,,,,,,False,5199," Иваново,  Ленинский район, Наумова ул,5",Ивановская область, Иваново, Ленинский, Наумова ,5,57.0021522,40.996446,4635000
1615.080887,103,51,22,,3,False,6,2017,20,2,,3,8,,True,True,False,,,,,,,False,5200," Иваново,  Ленинский район, Наумова ул,5",Ивановская область, Иваново, Ленинский, Наумова ,5,57.0021522,40.996446,4635000
1615.080887,103,51,22,,3,False,8,2017,20,2,,3,8,,True,True,False,,,,,,,False,5201," Иваново,  Ленинский район, Наумова ул,5",Ивановская область, Иваново, Ленинский, Наумова ,5,57.0021522,40.996446,4635000
1615.080887,102,51,22,,3,False,12,2017,20,2,,3,8,,True,True,False,,,,,,,False,5202," Иваново,  Ленинский район, Наумова ул,5",Ивановская область, Иваново, Ленинский, Наумова ,5,57.0021522,40.996446,4635000
959.1856633,132,54,32,,4,False,8,,9,,,,,,False,False,False,,,,,,,False,5203," Иваново,  Октябрьский район, Пограничный туп,20",Ивановская область, Иваново, Октябрьский, Пограничный туп,20,57.005107,40.9776971,7285000
1243.031069,125,120,15,,3,False,3,2014,17,2,,3,6,,True,True,False,,,,,,,False,5204," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,3900000
1243.031069,124,120,15,,3,False,4,2014,17,2,,3,6,,True,True,False,,,,,,,False,5205," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,3900000
1243.031069,124,120,15,,3,False,9,2014,17,2,,3,6,,True,True,False,,,,,,,False,5206," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,3930000
1243.031069,124,120,15,,3,False,17,2014,17,2,,3,6,,True,True,False,,,,,,,False,5207," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,3935000
1243.031069,89,75,15,,2,False,3,2014,17,2,,3,6,,True,True,False,,,,,,,False,5208," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,3060000
1243.031069,88,75,15,,2,False,4,2014,17,2,,3,6,,True,True,False,,,,,,,False,5209," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,3060000
1243.031069,88,75,15,,2,False,17,2014,17,2,,3,6,,True,True,False,,,,,,,False,5210," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,3095000
1243.031069,77,70,15,,2,False,17,2014,17,2,,3,6,,True,True,False,,,,,,,False,5211," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,2690000
1243.031069,146,135,15,,3,False,3,2014,17,2,,3,6,,True,True,False,,,,,,,False,5212," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,4233000
1243.031069,74,60,15,,2,False,5,2014,17,2,,3,6,,True,True,False,,,,,,,False,5213," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,2800000
1243.031069,74,60,15,,2,False,6,2014,17,2,,3,6,,True,True,False,,,,,,,False,5214," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,2805000
1243.031069,74,60,15,,2,False,17,2014,17,2,,3,6,,True,True,False,,,,,,,False,5215," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,2830000
1243.031069,87,75,15,,1,False,6,2014,17,2,,3,6,,True,True,False,,,,,,,False,5216," Иваново,  Фрунзенский район, Московская ул,62",Ивановская область, Иваново, Фрунзенский, Московская ,62,56.9867164,40.9784728,3130000
2126.095952,126,115,15,,3,False,3,2015,17,2,,3,6,,True,True,False,,,,,,,False,5217," Иваново,  Октябрьский район, Ермака ул,10,корп.2",Ивановская область, Иваново, Октябрьский, Ермака ,10,57.0160255,40.965432,3845000
2126.095952,126,115,15,,3,False,4,2015,17,2,,3,6,,True,True,False,,,,,,,False,5218," Иваново,  Октябрьский район, Ермака ул,10,корп.2",Ивановская область, Иваново, Октябрьский, Ермака ,10,57.0160255,40.965432,3845000
2126.095952,126,115,15,,3,False,8,2015,17,2,,3,6,,True,True,False,,,,,,,False,5219," Иваново,  Октябрьский район, Ермака ул,10,корп.2",Ивановская область, Иваново, Октябрьский, Ермака ,10,57.0160255,40.965432,3845000
2126.095952,126,115,15,,3,False,13,2015,17,2,,3,6,,True,True,False,,,,,,,False,5220," Иваново,  Октябрьский район, Ермака ул,10,корп.2",Ивановская область, Иваново, Октябрьский, Ермака ,10,57.0160255,40.965432,3845000
2126.095952,126,115,15,,3,False,16,2015,17,2,,3,6,,True,True,False,,,,,,,False,5221," Иваново,  Октябрьский район, Ермака ул,10,корп.2",Ивановская область, Иваново, Октябрьский, Ермака ,10,57.0160255,40.965432,3845000
2126.095952,126,115,15,,3,False,17,2015,17,2,,3,6,,True,True,False,,,,,,,False,5222," Иваново,  Октябрьский район, Ермака ул,10,корп.2",Ивановская область, Иваново, Октябрьский, Ермака ,10,57.0160255,40.965432,3845000
2126.095952,116,110,15,,3,False,3,2015,17,2,,3,6,,True,True,False,,,,,,,False,5223," Иваново,  Октябрьский район, Ермака ул,10,корп.1",Ивановская область, Иваново, Октябрьский, Ермака ,10,57.0160255,40.965432,3835000
2126.095952,116,110,15,,3,False,5,2015,17,2,,3,6,,True,True,False,,,,,,,False,5224," Иваново,  Октябрьский район, Ермака ул,10,корп.1",Ивановская область, Иваново, Октябрьский, Ермака ,10,57.0160255,40.965432,3835000
2126.095952,116,110,15,,3,False,10,2015,17,2,,3,6,,True,True,False,,,,,,,False,5225," Иваново,  Октябрьский район, Ермака ул,10,корп.1",Ивановская область, Иваново, Октябрьский, Ермака ,10,57.0160255,40.965432,3835000
2126.095952,81,75,15,,2,False,3,2015,17,2,,3,6,,True,True,False,,,,,,,False,5226," Иваново,  Октябрьский район, Ермака ул,10,корп.1",Ивановская область, Иваново, Октябрьский, Ермака ,10,57.0160255,40.965432,2830000
2627.293278,96,85,15,,3,False,1,2015,10,2,,3,5,,True,True,False,,,,,,,False,5227," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,3568000
2627.293278,74,65,15,,2,False,1,2015,10,2,,3,5,,True,True,False,,,,,,,False,5228," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2719000
2627.293278,74,65,15,,2,False,2,2015,10,2,,3,5,,True,True,False,,,,,,,False,5229," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2820000
2627.293278,74,65,15,,2,False,3,2015,10,2,,3,5,,True,True,False,,,,,,,False,5230," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2921000
2627.293278,73,65,15,,2,False,4,2015,10,2,,3,5,,True,True,False,,,,,,,False,5231," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2921000
2627.293278,73,65,15,,2,False,8,2015,10,2,,3,5,,True,True,False,,,,,,,False,5232," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2921000
2627.293278,73,65,15,,2,False,9,2015,10,2,,3,5,,True,True,False,,,,,,,False,5233," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2921000
2627.293278,73,65,15,,2,False,10,2015,10,2,,3,5,,True,True,False,,,,,,,False,5234," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2921000
2627.293278,68,65,15,,2,False,10,2015,10,2,,3,5,,True,True,False,,,,,,,False,5235," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2807000
2627.293278,68,65,15,,2,False,10,2015,10,2,,3,5,,True,True,False,,,,,,,False,5236," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2807000
2627.293278,73,65,15,,2,False,3,2015,10,2,,3,5,,True,True,False,,,,,,,False,5237," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2921000
2627.293278,73,65,15,,2,False,10,2015,10,2,,3,5,,True,True,False,,,,,,,False,5238," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,2921000
2627.293278,95,85,15,,3,False,1,2015,10,2,,3,5,,True,True,False,,,,,,,False,5239," Иваново,  Фрунзенский район, Ломоносова ул,5",Ивановская область, Иваново, Фрунзенский, Ломоносова ,5,57.0005821,40.9285033,3568000
1240.009181,65,30,14,,2,False,2,,20,,,,,,False,False,False,,,,,,,False,5240," Иваново,  Фрунзенский район, Богдана Хмельницкого ул",Ивановская область, Иваново, Фрунзенский, Богдана Хмельницкого ул,,56.9866422,40.9648638,2630000
1240.009181,65,30,14,,2,False,2,,20,,,,,,False,False,False,,,,,,,False,5241," Иваново,  Фрунзенский район, Богдана Хмельницкого ул",Ивановская область, Иваново, Фрунзенский, Богдана Хмельницкого ул,,56.9866422,40.9648638,2630000
1240.009181,65,30,14,,2,False,3,,20,,,,,,False,False,False,,,,,,,False,5242," Иваново,  Фрунзенский район, Богдана Хмельницкого ул",Ивановская область, Иваново, Фрунзенский, Богдана Хмельницкого ул,,56.9866422,40.9648638,2630000
1240.009181,65,30,14,,2,False,5,,20,,,,,,False,False,False,,,,,,,False,5243," Иваново,  Фрунзенский район, Богдана Хмельницкого ул",Ивановская область, Иваново, Фрунзенский, Богдана Хмельницкого ул,,56.9866422,40.9648638,2630000
